author;contributors;created_at;description;description2;industry;language_primary;languages;license;link;ml_detected;ml_libs;ml_tags;ml_terms;name;pushed_at;scraped_at;stars;stars_score;title;type
eswar3;0;2018-01-13 04:44:42;Machine Learning Project using Kaggle dataset;Zillow valuation prediction as performed on Kaggle.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];MIT;https://github.com/eswar3/Zillow-prediction-models;1.0;['sklearn', 'xgboost'];['CV', 'Classification', 'Linear Regression', 'Regression'];['model', 'predict'];Zillow Prediction;2019-02-17 07:35:20;2020-10-30 23:42:53;7;0.268;Zillow-prediction-models;Valuation
everAspiring;0;2017-10-31 19:24:22;Restaurant profit prediction;Restaurant regression analysis;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/everAspiring/RegressionAnalysis;0.2;[];[];['classif', 'detect', 'fit', 'gradient descent', 'linear regression', 'logistic regression', 'loss', 'machine learning', 'model', 'predict', 'regression', 'supervised learning', 'train', 'training data'];Restaurant Profit;2018-06-13 04:19:13;2020-10-30 23:34:44;1;0.099;RegressionAnalysis;Restaurant
fangshulin;0;2018-10-04 03:54:40;A quantitative framework to analyze subway systems using network graph;Vulnerability analysis for transportation networks.;Utilities;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/fangshulin/Vulnerability-Analysis-for-Transportation-Networks;0.2;[];[];['ML', 'loss'];Network Graph Subway;2019-02-04 02:42:32;2020-10-31 01:06:19;1;0.099;Vulnerability-Analysis-for-Transportation-Networks;Transportation
farkhondehm;0;2019-03-16 23:19:29;This dataset includes the Head of Household trending data from 2004 to 2014. It provides information on households by neighborhood with reference to the Ontario Works social assistance program. The information in this dataset will inform the delivery of services by providing trending information on social assistance which includes income support;Trending information on social assistance;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/farkhondehm/Social-Assistance;0.8;['sklearn', 'statsmodels'];['CV', 'ML', 'Regression'];[];Social Assistance;2019-03-16 23:31:53;2020-10-31 00:50:18;0;0.0;Social-Assistance;Social Policies
farwacheema;0;2018-03-25 20:28:54;Forecasting Day-Ahead electricity prices in the German bidding zone with deep neural networks.;Forecasting Day-Ahead electricity prices in the German bidding zone with deep neural networks.;Utilities;Jupyter Notebook;['Jupyter Notebook: 74.3%', 'HTML: 25.6%', 'Python: 0.1%'];;https://github.com/farwacheema/DA-electricity-price-forecasting;1.0;['keras', 'pattern', 'sklearn'];['CNN', 'CV', 'Gradient Boosting', 'LSTM', 'Linear Regression', 'NN', 'RNN', 'ReLu', 'Regression'];['machine learning', 'model', 'recommend', 'train'];Price Forecasting;2017-11-11 12:29:09;2020-10-31 01:00:17;32;0.408;DA-electricity-price-forecasting;Electricity
Featuretools;5;2018-12-11 17:42:08;Predict the poverty of households in Costa Rica using automated feature engineering.;Predict poverty in households in Costa Rica.;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 100.0%'];BSD-3-Clause;https://github.com/Featuretools/predict-household-poverty;1.0;['lightgbm', 'sklearn'];['Bayesian', 'Classification', 'GBM', 'Gradient Boosting', 'ML'];['predict'];Household Poverty;2020-07-01 17:52:40;2020-10-31 00:49:47;19;0.362;predict-household-poverty;Social Policies
Featuretools;4;2018-12-17 19:20:38;Predict whether a loan will be repaid using automated feature engineering.;Predict whether a loan will be repaid using automated feature engineering.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];BSD-3-Clause;https://github.com/Featuretools/predict-loan-repayment;0.5;[];['Classification', 'ML'];['machine learning', 'model', 'predict', 'train'];Predict Loan Repayment;2020-08-13 13:48:30;2020-10-30 23:41:38;43;0.433;predict-loan-repayment;Consumer Financial
felzek;4;2017-11-21 01:59:29;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Crime review data analysis.;Emergency & Relief;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/felzek/Crime-Review-Data-Analysis;1.0;['nltk'];['AI', 'Sentiment Analysis'];['predict', 'sentiment analysis'];Crime Review;2017-12-16 17:19:01;2020-10-31 00:34:48;5;0.236;Crime-Review-Data-Analysis;Crime
finnqiao;0;2018-08-12 12:26:05;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Cohort analysis.;Wholesale & Retail;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/finnqiao/cohort_online_retail;0.0;[];[];[];Retail Cohort;2018-08-19 05:18:02;2020-10-31 01:07:55;8;0.281;cohort_online_retail;Retail
firmai;2;2019-03-15 00:48:49;ICR - Automated and Intelligent Company Report Built in Python (by @firmai);Automated machine learning company report;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 54.9%', 'HTML: 43.6%', 'Python: 1.5%'];;https://github.com/firmai/interactive-corporate-report;0.0;[];[];[];Automated Restaurant Report;2020-11-18 21:46:35;2020-10-30 23:38:19;130;0.519;interactive-corporate-report;Restaurant
FPAL-Stanford-University;3;2016-09-30 21:45:43;Flow Physics and Aeroacoustics Toolbox with Python;Flow Physics and Aeroacoustics Toolbox with Python;Physics;Jupyter Notebook;['Jupyter Notebook: 46.6%', 'Python: 33.7%', 'Fortran: 19.0%', 'Shell: 0.7%'];LGPL-3.0;https://github.com/FPAL-Stanford-University/FloATPy;0.3;[];['AI', 'RL'];[];Flow Physics;2020-09-23 20:19:38;2020-10-31 00:47:09;17;0.352;FloATPy;General
fpli-mbr;0;2019-08-24 13:09:31;A query of, and basic analysis of, the LA city parking citation database. Calculations show that the city collected over $140M in parking citations over the course of 2018.;Basic analysis of, the LA city parking citation database.;Government and Public Works;Python;['Python: 100.0%'];;https://github.com/fpli-mbr/LA-Parking-Tickets;0.0;[];[];[];Parking Tickets;2019-05-30 05:06:36;2020-10-31 00:51:13;0;0.0;LA-Parking-Tickets;Social Policies
FUSED-Wind;7;2015-01-30 09:46:22;A repository of wind plant flow models connected to FUSED-Wind;A repository of wind plant flow models connected to FUSED-Wind.;Utilities;Jupyter Notebook;['Jupyter Notebook: 59.1%', 'Fortran: 22.2%', 'Python: 18.3%', 'Makefile: 0.4%'];MIT;https://github.com/FUSED-Wind/FUSED-Wake;0.8;['pattern', 'theano'];['AI', 'Classification', 'GRU', 'ML', 'NN', 'RL', 'Regression'];[];Wind Farm Flow;2018-07-18 14:51:10;2020-10-31 01:01:47;20;0.367;FUSED-Wake;Electricity
fvisconti;0;2017-10-02 13:41:50;Mostly scikit-learn tools used in Gamma-ray ground based astronomy gamma-hadron classification.;Tools used in Gamma-ray ground based astronomy.;Physics;HTML;['HTML: 83.3%', 'Jupyter Notebook: 15.6%', 'Python: 1.1%'];MIT;https://github.com/fvisconti/gammas_machine_learning;1.0;['sklearn'];['Classification', 'DL', 'ML', 'NER', 'NN', 'Naive Bayes', 'Random Forest', 'Regression'];['classif', 'detect', 'fit', 'machine learning', 'model', 'random forest', 'train'];Gamma-hadron Reconstruction;2018-07-17 08:05:37;2020-10-31 00:46:09;0;0.0;gammas_machine_learning;General
gablg1;3;2017-03-09 01:59:00;Objective-Reinforced Generative Adversarial Networks (ORGAN) for Sequence Generation Models;A method that combines generative models with reinforcement learning.;Biotechnological & Life Sciences;Python;['Python: 100.0%'];GPL-2.0;https://github.com/gablg1/ORGAN;1.0;['tensorflow', 'vocabulary'];['AI', 'CNN', 'Classification', 'GAN', 'LSTM', 'ML', 'NER', 'NN', 'ReLu', 'Text Classification'];['GAN', 'RL', 'epoch', 'generative adversarial network', 'model', 'recommend', 'reinforcement learning', 'reward', 'train'];GAN drug Discovery;2020-11-13 17:39:28;2020-10-30 23:52:31;177;0.54;ORGAN;Chemoinformatics and drug discovery
gabrielilharco;3;2017-12-08 15:23:29;Food detection and recommendation with deep learning;Food detection and recommendation with deep learning;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 55.8%', 'JavaScript: 20.3%', 'HTML: 17.2%', 'Python: 6.7%'];MIT;https://github.com/gabrielilharco/snap-n-eat;1.0;['sklearn'];['AI', 'Classification', 'KNN', 'NN'];['convolutional neural network', 'deep learning', 'layer', 'model', 'neural network', 'predict', 'recogn', 'recommend', 'train'];Food Detection;2020-03-30 02:47:52;2020-10-30 23:33:59;223;0.556;snap-n-eat;Food
gauravmunjal13;0;2018-02-20 07:06:31;Identification of crop diseases and pests using Deep Learning framework from the images.;Identification of crop diseases and pests using Deep Learning framework from the images.;Agriculture;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/gauravmunjal13/Agriculture;0.8;['keras', 'tensorflow'];['Classification', 'ReLu', 'VGG'];[];Diseases;2018-07-17 09:16:30;2020-10-30 23:41:31;13;0.327;Agriculture;Development
geoscixyz;7;2017-01-22 17:34:10;Interactive applications for electromagnetics in geophysics;Interactive applications for electromagnetics in geophysics;Construction & Engineering;Jupyter Notebook;['Jupyter Notebook: 99.6%', 'Other: 0.4%'];MIT;https://github.com/geoscixyz/em-apps;1.0;['pattern'];['AI', 'ML', 'RL'];['layer', 'recommend'];Electro geophysics;2020-01-14 17:53:24;2020-10-31 00:24:50;14;0.334;em-apps;Engineering
GiggleLiu;3;2018-02-06 09:03:39;physics meets neural networks;Physics meets neural networks;Physics;Jupyter Notebook;['Jupyter Notebook: 99.8%', 'Other: 0.2%'];MIT;https://github.com/GiggleLiu/marburg;1.0;['pytorch', 'tensorflow'];['ANN', 'Boltzmann Machine', 'NN', 'ReLu', 'Supervised Learning', 'Unsupervised learning'];['ML', 'NN', 'boltzmann machine', 'deep learning', 'loss', 'model', 'neural network', 'propagation', 'recommend'];Neural Networks;2018-11-23 06:08:47;2020-10-31 00:47:50;78;0.481;marburg;Machine Learning
girishkuniyal;2;2017-05-19 19:59:57;Predict housing prices in Portland, Oregon for selling or buying house;Predict housing prices in Portland.;Real Estate, Rental & Leasing;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/girishkuniyal/Predict-housing-prices-in-Portland;0.5;[];['ML'];['gradient descent', 'label', 'machine learning', 'model', 'predict', 'regression', 'train'];House Price Portland;2018-12-16 06:53:55;2020-10-31 00:57:54;13;0.327;Predict-housing-prices-in-Portland;Real Estate
GirrajMaheshwari;0;2017-12-21 12:30:18;Using text mining and machine learning to analyze judges opinions in cases where a workers status as an employee or independent contractor is in dispute;Using text mining and machine learning to analyze judges’ opinions for a particular concern.;Justice, Law and Regulations;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/GirrajMaheshwari/Legal-Analytics-project---Court-misclassification;1.0;['gensim', 'nltk', 'pattern', 'sklearn'];['Classification', 'NN', 'Random Forest', 'Regression'];['classif', 'machine learning', 'model', 'predict'];Judge Opinion;2018-10-04 19:41:40;2020-10-31 00:43:43;1;0.099;Legal-Analytics-project---Court-misclassification;Judicial Applied
GirrajMaheshwari;0;;Scrapping legal documents from google scholar;Using Google scholar to extract cases programatically.;Justice, Law and Regulations;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/GirrajMaheshwari/Web-scrapping-/;0.0;[];[];[];Legal Documents Google Scholar;2018-10-04 18:54:05;2020-10-31 00:42:00;;0.0;Web-scrapping-;Tools
GitiHubi;2;2017-05-24 12:36:38;Detection of Accounting Anomalies using Deep Autoencoder Neural Networks - A lab we prepared for NVIDIA's GPU Technology Conference 2018 that will walk you through the detection of accounting anomalies using deep autoencoder neural networks. The majority of the lab content is based on Jupyter Notebook, Python and PyTorch.;Using deep-learning frameworks to identify accounting anomalies.;Accounting;Jupyter Notebook;['Jupyter Notebook: 100.0%'];GPL-3.0;https://github.com/GitiHubi/deepAI;1.0;['pattern', 'pytorch'];['AI', 'Classification', 'DL', 'ML', 'NN', 'ReLu'];['AI', 'autoencoder', 'detect', 'neural network'];Accounting Anomalies;2019-08-07 21:47:09;2020-10-30 23:39:54;97;0.497;deepAI;Machine Learning
Global-Witness;2;;Joint analysis by Who Owns England, Global Witness and Transparency International of overseas corporate ownership of land in England and Wales.;Identifying foreign ownership in the UK.;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 99.6%', 'Python: 0.4%'];;https://github.com/Global-Witness/overseas-companies-land-ownership/;0.3;[];['AI', 'ML'];[];Overseas Company Land Ownership;2019-03-04 12:51:25;2020-10-31 00:49:21;;0.0;overseas-companies-land-ownership;Social Policies
google;16;2017-11-23 01:56:22;DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA sequencing data.;Correctly identify variations from the reference genome in an individual's DNA.;Biotechnological & Life Sciences;Python;['Python: 71.4%', 'C++: 19.2%', 'Shell: 6.0%', 'Starlark: 3.1%', 'Dockerfile: 0.3%'];BSD-3-Clause;https://github.com/google/deepvariant;1.0;['keras', 'pattern', 'tensorflow'];['AI', 'ANN', 'CNN', 'CV', 'Classification', 'DL', 'GAN', 'ML', 'NN', 'RL', 'ReLu', 'Regression'];['AI', 'GAN', 'NN', 'RL', 'classif', 'convolutional neural network', 'deep learning', 'filter', 'fit', 'ground truth', 'label', 'loss', 'machine learning', 'model', 'neural network', 'recommend', 'test data', 'train', 'training data'];Variant calling;2020-11-13 20:10:17;2020-10-30 23:53:30;2121;0.683;deepvariant;Genomics
govwiki;2;2017-11-23 22:52:14;Download and parse credit rating history files that US rating agencies generate each month in accordance with SEC Rule 17g-7;Download and parse credit rating history files that US rating agencies generate;Banking & Insurance;Python;['Python: 87.4%', 'HTML: 11.7%', 'Shell: 0.9%'];;https://github.com/govwiki/rating_history;0.8;['pattern'];['AI', 'DL', 'RL'];[];Corporate Credit Rating;2017-12-03 20:42:47;2020-10-30 23:43:53;24;0.383;rating_history;Insurance and Risk
greenelab;5;2015-11-03 15:56:31;"Data and code related to the paper ""ADAGE-Based Integration of Publicly Available Pseudomonas aeruginosa..."" Jie Tan, et al  mSystems  2016";Extracting relevant patterns from large sets of gene expression data;Biotechnological & Life Sciences;Python;['Python: 52.6%', 'R: 35.3%', 'Shell: 12.1%'];BSD-3-Clause;https://github.com/greenelab/adage;1.0;['statsmodels', 'theano'];['AI', 'DL', 'ML', 'RL'];['autoencoder', 'model', 'train'];Autoencoding Expression;2016-05-26 02:15:39;2020-10-30 23:54:08;61;0.462;adage;Genomics
greenelab;3;2017-04-06 13:38:19;Privacy-preserving generative deep neural networks support clinical data sharing;Privacy preserving NNs for clinical data sharing.;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 75.8%', 'HTML: 23.1%', 'Python: 1.1%'];;https://github.com/greenelab/SPRINT_gan;1.0;['keras', 'sklearn', 'tensorflow'];['AI', 'Classification', 'GAN', 'Logistic Regression', 'ML', 'NN', 'Random Forest', 'ReLu', 'Regression'];['AI', 'GBM', 'classif', 'epoch', 'fit', 'logistic regression', 'loss', 'model', 'neural network', 'random forest', 'recogn', 'regression', 'train'];Privacy;2019-04-20 03:52:00;2020-10-30 23:47:49;89;0.491;SPRINT_gan;General
GretelDePaepe;0;2015-07-11 07:04:39;Using Python to plot data points on a map and find real estate investment opportunities;Finding real estate opportunities by predicting transforming neighbourhoods.;Real Estate, Rental & Leasing;OpenEdge ABL;['OpenEdge ABL: 55.7%', 'Python: 44.3%'];;https://github.com/GretelDePaepe/FindingDonuts;0.0;[];[];[];Finding Donuts;2018-01-04 06:18:02;2020-10-31 00:57:15;2;0.152;FindingDonuts;Real Estate
gschivley;0;2017-07-06 12:08:09;Calculation of electricity CO intensity at national, state, and NERC regions from 2001-present;Calculation of electricity CO₂ intensity at national, state, and NERC regions from 2001-present.;Utilities;Jupyter Notebook;['Jupyter Notebook: 99.4%', 'Python: 0.6%'];LGPL-3.0;https://github.com/gschivley/carbon-index;1.0;['pattern', 'sklearn', 'statsmodels'];['AI', 'CV', 'Classification', 'DL', 'KNN', 'Linear Regression', 'ML', 'NER', 'NN', 'Regression'];['NER', 'k-nearest neighbor', 'label', 'layer', 'recommend'];Carbon Index;2019-11-25 20:14:59;2020-10-31 01:01:21;7;0.268;carbon-index;Electricity
gumballhead;0;2018-08-15 13:06:58;USDA Mandatory Price Reporting analytics;Mandatory Price Reporting data from the USDA's Agricultural Marketing Service;Agriculture;Jupyter Notebook;['Jupyter Notebook: 50.5%', 'Python: 45.1%', 'Gherkin: 4.0%', 'Shell: 0.4%'];MIT;https://github.com/gumballhead/mpr;0.5;[];['AI'];['ML'];MPR;2020-05-12 15:30:59;2020-10-30 23:41:16;2;0.152;mpr;Economics
